x,y,z
0.78234,0.84012,0.15234
0.27645,0.62023,0.14278
0.42789,0.57012,0.19578
0.31623,0.66112,0.14456
0.47891,0.63245,0.16478
0.43412,0.05599,0.13984
0.39188,0.17234,0.19245
0.33891,0.19245,0.11829
0.29387,0.61456,0.15467
0.75791,0.82234,0.17678
0.68789,0.80211,0.15834
0.3689,0.25999,0.03214
0.40678,0.57589,0.15112
0.48567,0.80891,0.16934
0.37123,0.27678,0.01045
0.32145,0.62056,0.15432
0.60245,0.11678,0.27002
0.37423,0.02345,0.25098
0.45891,0.06745,0.11999
0.71745,0.79999,0.16234
0.61589,0.12745,0.27344
0.28012,0.63678,0.08987
0.28789,0.64234,0.09876
0.32512,0.66987,0.11945
0.29567,0.61734,0.15367
0.37967,0.46401,0.09678
0.3889,0.35456,0.12789
0.74999,0.8315,0.17456
0.71456,0.79512,0.16687
0.58876,0.14234,0.22345
0.27231,0.69012,0.12078
0.52789,0.65492,0.19023
0.39123,0.58023,0.08345
0.71234,0.11729,0.26543
0.39012,0.21298,0.14456
0.75534,0.83567,0.15234
0.72534,0.84056,0.16789
0.72078,0.80345,0.15789
0.37512,0.21034,0.13989
0.58906,0.07134,0.26981
0.79001,0.85089,0.15978
0.57523,0.08511,0.25419
0.49167,0.6189,0.17645
0.21891,0.72067,0.14234
0.48578,0.63894,0.19954
0.37345,0.27967,0.05189
0.48678,0.63098,0.19123
0.52567,0.64234,0.19045
0.34567,0.47189,0.02234
0.43954,0.04678,0.20678
0.35123,0.58634,0.13067
0.49234,0.53834,0.20456
0.39012,0.43876,0.06987
0.4689,0.55145,0.18012
0.75213,0.82645,0.17389
0.77056,0.82534,0.15012
0.61534,0.12876,0.24897
0.42245,0.09189,0.11598
0.61287,0.19274,0.2115
0.75812,0.84567,0.14789
0.58012,0.08045,0.27234
0.35076,0.65123,0.14518
0.39567,0.44078,0.07267
0.34834,0.19314,0.08476
0.63567,0.05034,0.22512
0.27312,0.59134,0.13722
0.37789,0.43045,0.04523
0.40987,0.13812,0.06567
0.32489,0.61901,0.13412
0.62034,0.19567,0.21099
0.22989,0.73891,0.14876
0.41456,0.05421,0.19876
0.75321,0.83111,0.14987
0.53789,0.66872,0.20734
0.53422,0.68145,0.20412
0.36423,0.09612,0.28345
0.41112,0.138,0.07256
0.35076,0.47312,0.14589
0.34045,0.46089,0.01867
0.47402,0.62667,0.21146
0.36234,0.42123,0.14867
0.29012,0.63894,0.15479
0.48712,0.64278,0.17923
0.33987,0.60912,0.13722
0.42412,0.09123,0.11678
0.31987,0.61056,0.12012
0.14056,0.76123,0.13789
0.74231,0.81567,0.16745
0.36045,0.47219,0.09645
0.36521,0.45334,0.07643
0.36256,0.17645,0.08934
0.40789,0.04893,0.21567
0.47502,0.06045,0.14078
0.42123,0.09076,0.11723
0.35334,0.46923,0.14456
0.54567,0.15923,0.22345
0.31789,0.64589,0.15123
0.51012,0.07892,0.18967
0.3678,0.3921,0.15045
0.41567,0.58012,0.18234
0.31234,0.62845,0.13796
0.46987,0.24567,0.18234
0.62176,0.13534,0.25991
0.50056,0.62045,0.18623
0.24578,0.67589,0.15243
0.34211,0.59912,0.13045
0.41765,0.03412,0.08234
0.72418,0.82399,0.17745
0.41234,0.05891,0.12845
0.42123,0.09567,0.11789
0.57456,0.13245,0.24089
0.36545,0.59001,0.14145
0.50456,0.62567,0.18678
0.32134,0.60789,0.15834
0.29213,0.65312,0.14567
0.61845,0.11589,0.27412
0.31345,0.17789,0.19956
0.22987,0.72534,0.14912
0.22234,0.5489,0.10456
0.63412,0.07567,0.22123
0.62012,0.19567,0.21012
0.62567,0.11234,0.29145
0.36478,0.42312,0.14965
0.39312,0.57789,0.09235
0.31234,0.63578,0.14098
0.39127,0.23214,0.15547
0.62234,0.19689,0.21246
0.39145,0.14734,0.30278
0.6219,0.14333,0.25012
0.37345,0.46321,0.04932
0.33321,0.64012,0.12045
0.54432,0.15967,0.22456
0.39087,0.4489,0.14954
0.57765,0.11901,0.26413
0.48456,0.23567,0.32923
0.41524,0.18589,0.21134
0.24098,0.71876,0.14329
0.31098,0.67567,0.14934
0.34801,0.57789,0.16923
0.67234,0.79876,0.14123
0.32567,0.67089,0.11456
0.30123,0.60012,0.11578
0.48745,0.60576,0.16145
0.32934,0.68976,0.12678
0.60123,0.11012,0.27891
0.67612,0.81145,0.14984
0.34189,0.19734,0.07912
0.35321,0.44892,0.01945
0.37434,0.45412,0.01167
0.69567,0.80512,0.15723
0.49123,0.57045,0.19456
0.24321,0.67234,0.12601
0.3149,0.45367,0.16045
0.47345,0.62678,0.16734
0.54892,0.66111,0.2089
0.73589,0.84423,0.14987
0.39456,0.48612,0.03367
0.51023,0.64901,0.18367
0.39712,0.22567,0.15389
0.73089,0.81145,0.16112
0.72534,0.85231,0.15789
0.77012,0.85567,0.15578
0.37891,0.19345,0.27512
0.6289,0.18567,0.23456
0.25901,0.67234,0.11456
0.37156,0.4709,0.21789
0.47234,0.09789,0.21845
0.48123,0.61812,0.1589
0.39245,0.64056,0.22034
0.57729,0.10745,0.24723
0.40876,0.14892,0.07123
0.32134,0.45876,0.15722
0.38456,0.03218,0.23567
0.39267,0.14989,0.30673
0.67212,0.78056,0.13684
0.39512,0.44189,0.07634
0.35234,0.46678,0.01567
0.78945,0.81122,0.17534
0.43789,0.57734,0.20512
0.53012,0.62834,0.19867
0.74567,0.82289,0.14432
0.47656,0.05987,0.11423
0.39245,0.56812,0.09567
0.76053,0.82654,0.17432
0.28012,0.6789,0.13576
0.60456,0.14467,0.2421
0.34976,0.64235,0.17789
0.62034,0.74012,0.15988
0.41456,0.13778,0.07321
0.33678,0.67234,0.12678
0.59567,0.10845,0.28791
0.49012,0.53945,0.21156
0.30578,0.69512,0.13879
0.72012,0.83012,0.15234
0.58901,0.08523,0.26489
0.4789,0.63478,0.17123
0.27789,0.65001,0.1689
0.71234,0.78512,0.15839
0.39278,0.21789,0.15034
0.47512,0.63529,0.17489
0.15567,0.70245,0.17412
0.48534,0.64012,0.17356
0.76678,0.83245,0.1789
0.27834,0.60123,0.12145
0.37256,0.69576,0.15589
0.36841,0.09234,0.28467
0.48756,0.30987,0.14329
0.70345,0.80789,0.15456
0.37056,0.25891,0.02678
0.24012,0.68211,0.11834
0.4389,0.04987,0.07529
0.48245,0.57591,0.19789
0.71654,0.80189,0.16912
0.74012,0.82567,0.18345
0.29567,0.61523,0.12012
0.67189,0.80976,0.14999
0.58121,0.08899,0.25864
0.39456,0.01012,0.20312
0.46542,0.08678,0.20987
0.57891,0.10876,0.26192
0.36631,0.44114,0.02259
0.50876,0.16478,0.23512
0.26012,0.68012,0.12545
0.76111,0.84156,0.16258
0.29234,0.62145,0.14512
0.34456,0.18901,0.07845
0.60215,0.71256,0.16234
0.37045,0.48012,0.21678
0.42098,0.09156,0.11345
0.51765,0.64587,0.21987
0.34215,0.61234,0.14107
0.47265,0.61546,0.17039
0.41324,0.13879,0.06987
0.42401,0.09067,0.11682
0.71234,0.81012,0.15867
0.50123,0.62045,0.16245
0.48012,0.67045,0.22713
0.27234,0.65211,0.16347
0.35012,0.64234,0.16278
0.32589,0.19234,0.11912
0.47321,0.09178,0.21856
0.33567,0.61789,0.15912
0.27789,0.6689,0.12914
0.39812,0.50567,0.1189
0.45034,0.58845,0.20098
0.45034,0.60567,0.19023
0.32345,0.68012,0.12567
0.16432,0.71112,0.17345
0.33567,0.19023,0.08412
0.32645,0.67567,0.12176
0.25432,0.68432,0.11456
0.24576,0.67899,0.11645
0.26134,0.66045,0.07987
0.44012,0.05567,0.18534
0.14599,0.70345,0.15973
0.37701,0.12234,0.31456
0.70567,0.81234,0.15001
0.41034,0.17556,0.20678
0.41789,0.61201,0.23589
0.45012,0.07543,0.13067
0.39876,0.47101,0.18679
0.27945,0.66901,0.12567
0.58412,0.09025,0.25589
0.37812,0.12067,0.31134
0.37122,0.46023,0.07934
0.29789,0.61234,0.15548
0.25567,0.67987,0.11999
0.51345,0.65012,0.19234
0.72456,0.79987,0.15234
0.37624,0.36769,0.11987
0.35789,0.47923,0.07512
0.37789,0.48655,0.10892
0.51567,0.64432,0.17834
0.21489,0.67678,0.14223
0.69567,0.80512,0.15987
0.68876,0.79854,0.15532
0.42245,0.50512,0.14567
0.42012,0.09345,0.11812
0.31478,0.67345,0.11534
0.23567,0.34589,0.05712
0.38456,0.13567,0.22923
0.28045,0.59345,0.13678
0.40234,0.18267,0.19913
0.39876,0.03256,0.07914
0.50234,0.65012,0.17034
0.31567,0.65921,0.14567
0.22891,0.72678,0.14987
0.51234,0.67101,0.20712
0.3649,0.22901,0.12587
0.75312,0.82976,0.18234
0.51111,0.64123,0.19011
0.26098,0.68078,0.12434
0.33456,0.60988,0.12734
0.28045,0.69056,0.11678
0.29876,0.64012,0.14567
0.41567,0.18801,0.19999
0.29976,0.60834,0.14812
0.5181,0.6492,0.1865
0.49567,0.27543,0.19875
0.15999,0.70234,0.17678
0.28045,0.65211,0.14976
0.39345,0.00789,0.20234
0.33567,0.46456,0.02176
0.39145,0.22034,0.14987
0.40543,0.13589,0.07012
0.32987,0.67456,0.12901
0.58945,0.08489,0.25912
0.29012,0.63845,0.11456
0.49321,0.6589,0.17712
0.41987,0.57345,0.17432
0.67412,0.81234,0.15829
0.35791,0.18573,0.07523
0.37499,0.11111,0.27634
0.76445,0.8689,0.15045
0.44578,0.58234,0.19876
0.46167,0.60812,0.20789
0.25874,0.67123,0.12456
0.37498,0.48712,0.10945
0.41567,0.62234,0.24612
0.46789,0.63912,0.17645
0.37654,0.26834,0.05987
0.38712,0.47098,0.02456
0.37345,0.50067,0.22789
0.50432,0.6189,0.15712
0.26678,0.62098,0.14719
0.77512,0.81432,0.17356
0.7589,0.84512,0.16123
0.29789,0.61456,0.15234
0.74234,0.84876,0.18102
0.24189,0.74567,0.15412
0.35567,0.46678,0.02145
0.4589,0.60278,0.19123
0.35098,0.1789,0.07034
0.26567,0.67234,0.11789
0.47265,0.55156,0.1889
0.37789,0.48934,0.22345
0.33678,0.67543,0.11789
0.28467,0.67456,0.13923
0.76188,0.82999,0.17667
0.22512,0.73001,0.14984
0.43056,0.61578,0.23934
0.29534,0.65789,0.08765
0.37634,0.36859,0.11957
0.42834,0.17689,0.19456
0.34001,0.18567,0.07678
0.49345,0.64234,0.16987
0.37456,0.44834,0.07712
0.68123,0.79176,0.15712
0.37645,0.37101,0.12589
0.47456,0.07012,0.19998
0.34567,0.20012,0.12567
0.72512,0.80167,0.15356
0.59012,0.08846,0.25071
0.475,0.09567,0.21334
0.33456,0.69012,0.12101
0.63045,0.05678,0.21789
0.74234,0.81567,0.16789
0.46999,0.08913,0.21589
0.72891,0.80345,0.15689
0.41845,0.13654,0.07891
0.36112,0.46679,0.11425
0.72145,0.81422,0.14099
0.3689,0.45567,0.02178
0.42123,0.04215,0.07723
0.67345,0.81089,0.15678
0.3889,0.44999,0.06456
0.34567,0.65123,0.14934
0.37689,0.46478,0.04891
0.25876,0.67345,0.07513
0.23678,0.67834,0.16429
0.70789,0.80678,0.15634
0.43712,0.05987,0.12678
0.34999,0.64067,0.1389
0.34567,0.61234,0.12567
0.39345,0.47988,0.05801
0.49901,0.61378,0.16678
0.51276,0.64012,0.17567
0.33945,0.64678,0.15345
0.42234,0.09057,0.11678
0.27678,0.69123,0.11345
0.42734,0.09234,0.11673
0.59234,0.14156,0.24978
0.73856,0.81589,0.16412
0.47245,0.62756,0.16892
0.34567,0.18345,0.07456
0.52123,0.64567,0.19532
0.59876,0.07321,0.26678
0.48891,0.61999,0.16245
0.31378,0.68234,0.11623
0.40712,0.49012,0.04567
0.30156,0.55782,0.12457
0.31012,0.67989,0.11501
0.31456,0.65812,0.14678
0.38898,0.45123,0.08419
0.68812,0.16789,0.23987
0.51234,0.89012,0.21845
0.61734,0.14891,0.24984
0.67567,0.81327,0.15214
0.31123,0.62234,0.13901
0.4103,0.57634,0.14988
0.39321,0.29789,0.04367
0.37456,0.45589,0.08147
0.73245,0.83765,0.16248
0.39456,0.47156,0.11934
0.45234,0.58012,0.18234
0.58129,0.0798,0.26412
0.14789,0.71578,0.17512
0.34891,0.19999,0.12789
0.34167,0.21678,0.12012
0.41876,0.03256,0.07934
0.37234,0.44589,0.01892
0.51956,0.64834,0.18689
0.26532,0.67112,0.11234
0.31456,0.18289,0.20456
0.42512,0.19256,0.20778
0.76512,0.83754,0.17329
0.5889,0.12891,0.25467
0.39501,0.49789,0.12378
0.28912,0.61578,0.14589
0.33789,0.59432,0.12987
0.36078,0.10543,0.28976
0.76234,0.86067,0.16245
0.40012,0.10234,0.14567
0.40567,0.35098,0.17124
0.59876,0.09987,0.24934
0.35012,0.6421,0.13765
0.36943,0.27312,0.05367
0.29067,0.64211,0.09145
0.61523,0.73045,0.17513
0.57891,0.21045,0.24178
0.39278,0.29912,0.04623
0.58923,0.13287,0.24856
0.46891,0.08987,0.22123
0.41567,0.04012,0.07598
0.4021,0.14012,0.06987
0.28812,0.65467,0.13556
0.63976,0.07789,0.24556
0.46512,0.60934,0.20867
0.29045,0.70056,0.13978
0.74321,0.82345,0.16579
0.40567,0.17978,0.19823
0.39123,0.51834,0.13045
0.37111,0.13745,0.31321
0.45012,0.61234,0.17456
0.51456,0.17456,0.24189
0.25891,0.65512,0.07112
0.34489,0.46978,0.01905
0.16012,0.71567,0.17856
0.27567,0.65567,0.09123
0.65012,0.71829,0.19234
0.53567,0.64067,0.16789
0.38234,0.46112,0.09745
0.33333,0.16846,0.07912
0.34012,0.47056,0.01847
0.31567,0.68345,0.11587
0.44385,0.06078,0.19671
0.38067,0.44089,0.19367
0.75567,0.82978,0.16987
0.79512,0.83421,0.17238
0.33945,0.60812,0.12856
0.34201,0.19345,0.08017
0.36845,0.60789,0.05478
0.52789,0.64012,0.17234
0.26089,0.67545,0.11567
0.37056,0.21234,0.12457
0.59012,0.07567,0.26091
0.74034,0.81256,0.16245
0.41012,0.18456,0.19789
0.42589,0.19012,0.20578
0.68432,0.80345,0.16078
0.39012,0.44345,0.06899
0.48234,0.62012,0.19056
0.36501,0.12567,0.27534
0.40791,0.13567,0.06678
0.431,0.03767,0.06789
0.38912,0.29567,0.04987
0.31245,0.65789,0.19876
0.25987,0.67589,0.11823
0.33456,0.60567,0.13345
0.19234,0.68512,0.15367
0.35812,0.09678,0.29045
0.40567,0.08567,0.13345
0.62978,0.0689,0.22912
0.78567,0.82045,0.14389
0.39234,0.17892,0.19937
0.38512,0.48567,0.10987
0.53567,0.64078,0.17654
0.30543,0.66123,0.18267
0.3389,0.6089,0.12987
0.63045,0.11567,0.29534
0.47512,0.60891,0.19876
0.39067,0.2919,0.04589
0.33245,0.18789,0.11478
0.38678,0.43012,0.1589
0.36489,0.45789,0.02891
0.4789,0.61345,0.16178
0.76789,0.82678,0.15456
0.36821,0.46278,0.08312
0.41234,0.52067,0.13679
0.38795,0.36023,0.11489
0.40045,0.18567,0.19734
0.34512,0.60567,0.12987
0.40234,0.42098,0.07432
0.37689,0.48345,0.21834
0.3689,0.2789,0.06678
0.38745,0.37012,0.11934
0.48234,0.62901,0.18912
0.56012,0.04873,0.26134
0.75567,0.82001,0.16987
0.52349,0.67045,0.20012
0.40712,0.18123,0.20045
0.46089,0.05389,0.18629
0.61567,0.1189,0.28012
0.29912,0.65111,0.0789
0.39098,0.58845,0.21812
0.37789,0.01345,0.21098
0.38045,0.35712,0.11876
0.28432,0.61899,0.14894
0.51045,0.63578,0.17198
0.45467,0.59045,0.20432
0.49067,0.65012,0.17356
0.39987,0.00654,0.20667
0.75892,0.83501,0.17023
0.42089,0.09023,0.11834
0.49412,0.57245,0.2089
0.40567,0.05012,0.19834
0.25567,0.66545,0.12734
0.28456,0.61999,0.14467
0.28856,0.60578,0.15829
0.52678,0.63254,0.17099
0.72423,0.80456,0.15876
0.50512,0.61567,0.16489
0.61789,0.19876,0.21534
0.29345,0.63812,0.12678
0.62234,0.14678,0.23912
0.42345,0.575,0.13987
0.3519,0.4715,0.14534
0.49123,0.06789,0.13145
0.70345,0.87012,0.15829
0.63012,0.20578,0.20112
0.29456,0.63089,0.16987
0.28754,0.6829,0.12223
0.36012,0.07543,0.29967
0.34089,0.64178,0.15034
0.26034,0.67512,0.08731
0.49234,0.62289,0.17567
0.36845,0.10245,0.27891
0.51111,0.63111,0.18999
0.76234,0.84987,0.15921
0.71456,0.80234,0.16645
0.27834,0.66123,0.09567
0.70567,0.82045,0.15829
0.41367,0.13956,0.07134
0.41089,0.13745,0.07412
0.49123,0.57534,0.20367
0.49234,0.61789,0.16124
0.48012,0.63045,0.18567
0.61234,0.84567,0.17512
0.33589,0.65212,0.14611
0.72564,0.83045,0.17512
0.32567,0.64098,0.13745
0.53456,0.62178,0.16501
0.53012,0.63589,0.17345
0.48012,0.62567,0.16028
0.69812,0.80678,0.16045
0.58027,0.06905,0.2678
0.75456,0.83245,0.16789
0.49123,0.65278,0.17645
0.75289,0.83412,0.17601
0.51876,0.63512,0.17345
0.52345,0.67834,0.20156
0.49123,0.61567,0.17534
0.29211,0.6789,0.12567
0.26034,0.6789,0.11567
0.31245,0.62101,0.13692
0.36089,0.19543,0.08976
0.42234,0.05789,0.19123
0.50789,0.62345,0.15314
0.49012,0.63547,0.1756
0.61987,0.11543,0.27634
0.41987,0.03123,0.08045
0.31023,0.17567,0.20345
0.76412,0.86578,0.14891
0.76012,0.82578,0.17456
0.39567,0.12123,0.32245
0.37512,0.48645,0.21534
0.36234,0.61234,0.06573
0.50987,0.6189,0.18967
0.29567,0.64567,0.09789
0.61012,0.13678,0.26234
0.25891,0.68672,0.15732
0.31578,0.60512,0.11567
0.61892,0.19676,0.21045
0.31023,0.66045,0.17123
0.49012,0.62534,0.18678
0.39987,0.14234,0.07012
0.41012,0.04235,0.20891
0.42567,0.09101,0.11512
0.24578,0.69023,0.12345
0.48056,0.62874,0.17101
0.39245,0.45231,0.07734
0.39012,0.03987,0.08543
0.37523,0.4289,0.14499
0.52712,0.62589,0.17567
0.37567,0.46456,0.08327
0.27389,0.65521,0.16243
0.44067,0.06189,0.18834
0.73345,0.82281,0.16732
0.26345,0.62412,0.14423
0.59367,0.06321,0.29567
0.40567,0.56812,0.17098
0.59014,0.17589,0.20367
0.43456,0.18078,0.19123
0.30876,0.1889,0.20456
0.48765,0.62012,0.19456
0.77234,0.84378,0.16891
0.67812,0.78556,0.13584
0.49478,0.54567,0.20912
0.5762,0.07345,0.27256
0.30176,0.61567,0.16034
0.34256,0.19512,0.12101
0.48467,0.62234,0.18391
0.28123,0.64456,0.09378
0.24123,0.71812,0.11745
0.42412,0.09145,0.11489
0.29176,0.64891,0.14234
0.26745,0.70231,0.12234
0.39012,0.47534,0.01345
0.61776,0.14099,0.25235
0.73067,0.81501,0.14678
0.64239,0.05901,0.21356
0.63812,0.06056,0.23789
0.14896,0.71238,0.16361
0.4489,0.58812,0.21234
0.37612,0.27834,0.01123
0.47567,0.62014,0.16678
0.48765,0.63012,0.17432
0.72634,0.81045,0.16789
0.43567,0.17545,0.19532
0.51567,0.63089,0.16512
0.49345,0.62078,0.18676
0.61556,0.19167,0.21645
0.53012,0.64512,0.18789
0.59789,0.10932,0.28934
0.73205,0.82099,0.16578
0.47568,0.66345,0.17456
0.49234,0.66012,0.20543
0.49123,0.54267,0.21034
0.39245,0.44098,0.07452
0.71567,0.79823,0.14456
0.40312,0.60012,0.26045
0.75345,0.83122,0.17145
0.28012,0.65345,0.16478
0.37456,0.4589,0.08534
0.41234,0.61543,0.24591
0.48523,0.56987,0.20091
0.39467,0.60345,0.12689
0.41234,0.18657,0.19978
0.38568,0.49321,0.12345
0.51789,0.24567,0.19987
0.61098,0.13845,0.24019
0.26345,0.64512,0.09124
0.40023,0.61532,0.24567
0.48654,0.28975,0.23567
0.52678,0.64512,0.18732
0.76234,0.83456,0.17501
0.49245,0.63834,0.16789
0.34012,0.60089,0.12856
0.27567,0.64023,0.08897
0.46912,0.09098,0.22234
0.59567,0.13045,0.22891
0.47089,0.62456,0.16378
0.14987,0.71023,0.17567
0.29045,0.68234,0.13054
0.59123,0.11567,0.29876
0.52189,0.62845,0.17412
0.47235,0.6305,0.16631
0.49876,0.61012,0.14892
0.71812,0.79456,0.16578
0.26789,0.65567,0.16845
0.39567,0.48239,0.06789
0.37234,0.48534,0.22345
0.38976,0.46294,0.08534
0.57568,0.07275,0.26734
0.63045,0.18532,0.26234
0.51234,0.64876,0.18234
0.26289,0.61999,0.14984
0.37589,0.05012,0.22999
0.37678,0.34892,0.11345
0.31567,0.63589,0.14234
0.49012,0.62567,0.17234
0.52567,0.63045,0.16789
0.29123,0.67567,0.13856
0.33245,0.61012,0.12178
0.39098,0.14678,0.30512
0.39123,0.50123,0.23567
0.43145,0.03445,0.07112
0.72034,0.80567,0.15834
0.50512,0.62234,0.18012
0.39285,0.14617,0.30649
0.37256,0.10245,0.27563
0.39834,0.01234,0.20578
0.37245,0.47189,0.10134
0.31156,0.63422,0.12467
0.47256,0.62178,0.21432
0.65567,0.07845,0.22989
0.51234,0.61245,0.19576
0.39089,0.49654,0.22634
0.46345,0.07321,0.12567
0.51775,0.64915,0.18623
0.4189,0.14012,0.06845
0.60012,0.4689,0.17456
0.46345,0.08567,0.22512
0.39234,0.22634,0.15534
0.42301,0.57967,0.24892
0.38835,0.36067,0.11493
0.43012,0.18934,0.20867
0.36512,0.1089,0.27245
0.49678,0.61034,0.18291
0.48275,0.63756,0.18745
0.42789,0.19067,0.20489
0.14256,0.70789,0.17534
0.78412,0.85511,0.15367
0.49412,0.06501,0.13412
0.31567,0.48023,0.11956
0.51123,0.65567,0.19012
0.49456,0.64045,0.17612
0.62345,0.13578,0.25567
0.34789,0.63999,0.13124
0.27891,0.6689,0.10678
0.37345,0.00678,0.22112
0.62134,0.05892,0.22956
0.51234,0.64567,0.19123
0.39312,0.59156,0.22234
0.61845,0.15078,0.25934
0.47523,0.60023,0.20098
0.44156,0.06208,0.19567
0.36129,0.46045,0.11234
0.73245,0.81012,0.18067
0.47412,0.62976,0.1659
0.48239,0.62578,0.17345
0.37912,0.27467,0.00867
0.39012,0.46834,0.02367
0.24367,0.73678,0.14945
0.25634,0.70345,0.12512
0.52012,0.62987,0.16934
0.60012,0.14567,0.24456
0.78345,0.84723,0.14654
0.61692,0.15112,0.25499
0.33567,0.46078,0.08956
0.36123,0.09876,0.27654
0.48567,0.63512,0.17456
0.57634,0.10901,0.25123
0.37534,0.46367,0.09689
0.72489,0.79999,0.15034
0.49567,0.06987,0.13567
0.35567,0.47521,0.22465
0.3869,0.01534,0.20567
0.53876,0.68245,0.20268
0.61367,0.11478,0.26345
0.62233,0.14012,0.23999
0.43512,0.05567,0.07452
0.34234,0.18823,0.07945
0.61234,0.14689,0.25467
0.39012,0.02745,0.06512
0.35995,0.09322,0.28678
0.14567,0.70678,0.16834
0.29321,0.61901,0.14789
0.41078,0.58934,0.23412
0.21056,0.73567,0.14567
0.29567,0.64987,0.13789
0.61234,0.1389,0.24876
0.73567,0.83999,0.17123
0.40123,0.05891,0.21512
0.37412,0.01589,0.22567
0.36012,0.60876,0.12689
0.56987,0.10567,0.24789
0.36578,0.26512,0.03045
0.38012,0.46412,0.04789
0.47891,0.10345,0.21567
0.47521,0.64089,0.16547
0.62987,0.05912,0.24123
0.35234,0.17654,0.07389
0.31098,0.18091,0.20467
0.49345,0.06876,0.12987
0.42645,0.08912,0.11356
0.25345,0.67678,0.11767
0.41456,0.01789,0.05987
0.32523,0.45521,0.16243
0.4889,0.57678,0.20234
0.61012,0.11834,0.26012
0.41234,0.13987,0.06814
0.57456,0.09845,0.25012
0.36812,0.11745,0.32567
0.39734,0.05067,0.23845
0.30789,0.18112,0.19845
0.36321,0.18734,0.08012
0.31984,0.59812,0.11892
0.38001,0.46412,0.09534
0.40456,0.25034,0.1689
0.29876,0.61078,0.15234
0.28678,0.60678,0.15123
0.34678,0.64123,0.13367
0.34567,0.60512,0.13529
0.75012,0.82567,0.17891
0.68745,0.10789,0.25634
0.69123,0.81456,0.14891
0.5367,0.67984,0.19987
0.28876,0.68512,0.12345
0.61234,0.12567,0.26987
0.62234,0.20156,0.19532
0.27812,0.64091,0.16123
0.28123,0.64432,0.16156
0.75854,0.81512,0.17891
0.16512,0.71349,0.18188
0.48756,0.64012,0.19271
0.56234,0.09567,0.24589
0.39512,0.04012,0.18734
0.42112,0.61045,0.23012
0.23045,0.73589,0.16278
0.47654,0.08989,0.22512
0.29567,0.67589,0.13047
0.48156,0.65874,0.18912
0.75056,0.81789,0.17891
0.34056,0.60567,0.13824
0.46312,0.61078,0.17456
0.36845,0.46514,0.08467
0.39234,0.60156,0.12543
0.28987,0.63789,0.12934
0.35345,0.40789,0.13892
0.51012,0.62845,0.19367
0.47156,0.59812,0.19987
0.71689,0.80312,0.16956
0.62345,0.11789,0.36078
0.29234,0.62945,0.16891
0.35512,0.11589,0.27265
0.50123,0.62578,0.18567
0.42021,0.58345,0.19965
0.49789,0.14567,0.1289
0.49543,0.57012,0.19678
0.71234,0.78012,0.15987
0.33912,0.20234,0.11345
0.39876,0.59056,0.22734
0.33789,0.60321,0.13045
0.71987,0.82213,0.15321
0.75178,0.82734,0.17312
0.31456,0.61789,0.13645
0.50234,0.64678,0.18345
0.37767,0.04789,0.22456
0.15678,0.71185,0.18423
0.36734,0.09623,0.28234
0.49712,0.61045,0.17056
0.58678,0.08934,0.25347
0.45999,0.07123,0.12234
0.61245,0.19243,0.21127
0.37456,0.42587,0.15673
0.47567,0.62456,0.16912
0.39723,0.22567,0.15512
0.48934,0.06654,0.12876
0.69456,0.81178,0.13926
0.62345,0.10678,0.28967
0.39876,0.22012,0.15891
0.26302,0.68891,0.12257
0.24567,0.72534,0.14233
0.58123,0.14587,0.24656
0.27999,0.64123,0.09654
0.42789,0.37856,0.06134
0.61235,0.19231,0.21124
0.47512,0.62567,0.21842
0.34812,0.46432,0.02145
0.27945,0.61012,0.13847
0.43321,0.18234,0.18967
0.78923,0.8421,0.16894
0.74123,0.80678,0.16834
0.37645,0.47239,0.02787
0.25345,0.66878,0.07834
0.36789,0.45012,0.02534
0.47034,0.62012,0.16434
0.62345,0.07456,0.23567
0.76845,0.84178,0.17234
0.73812,0.81089,0.15872
0.28456,0.68217,0.13098
0.39234,0.44567,0.07345
0.37634,0.10345,0.27978
0.39567,0.47099,0.25647
0.33012,0.61056,0.13491
0.67123,0.15987,0.24456
0.7889,0.84111,0.16599
0.42891,0.19234,0.20312
0.22012,0.74089,0.13678
0.42512,0.03456,0.06789
0.23876,0.72234,0.11367
0.58234,0.06512,0.26987
0.68145,0.80512,0.14829
0.39678,0.05234,0.08876
0.57845,0.10892,0.24834
0.38678,0.49956,0.13423
0.43567,0.06234,0.12789
0.33756,0.19823,0.07789
0.16456,0.71078,0.18089
0.31345,0.82012,0.16234
0.65241,0.14789,0.28367
0.27956,0.6619,0.09045
0.51567,0.63012,0.17745
0.37412,0.46034,0.05013
0.74268,0.84812,0.15567
0.36743,0.10245,0.29584
0.29455,0.64156,0.12345
0.38512,0.59867,0.23511
0.47678,0.08654,0.21012
0.71987,0.78876,0.16234
0.48756,0.6189,0.17845
0.73234,0.81256,0.16101
0.77456,0.82034,0.16667
0.34001,0.61012,0.12534
0.35891,0.20876,0.13478
0.42234,0.62567,0.22234
0.21876,0.74012,0.14289
0.31234,0.19012,0.20678
0.49367,0.64089,0.17256
0.61567,0.12987,0.25123
0.25987,0.62256,0.1439
0.37145,0.45567,0.08943
0.48788,0.60123,0.17541
0.24234,0.68678,0.12489
0.47561,0.62123,0.16789
0.47901,0.61189,0.15976
0.7289,0.81478,0.16912
0.21123,0.67456,0.15278
0.37512,0.11234,0.27567
0.36578,0.48012,0.21876
0.30845,0.17944,0.19917
0.64893,0.05834,0.21017
